Summary_Metric,Voice_Metric,Correlation,P_Value,Significant,Abs_Correlation
Topic_Coverage,surprise_range,-0.35148619036429685,0.19890791467771368,No,0.35148619036429685
Topic_Coverage,harmonic_ratio_mean,0.35148619036429685,0.19890791467771368,No,0.35148619036429685
Overall_Percentage,arousal_total_change,0.350626679105225,0.20008460458388636,No,0.350626679105225
Semantic_Similarity,zero_crossing_rate_max_change,-0.35,0.2009453508162933,No,0.35
Semantic_Similarity,pitch_variation_trend_slope,-0.35,0.2009453508162933,No,0.35
Topic_Coverage,happy_cv,-0.34967440587788295,0.20139349107425186,No,0.34967440587788295
Topic_Coverage,volume_transitions,0.34967440587788295,0.20139349107425186,No,0.34967440587788295
Semantic_Similarity,speech_rate_min,-0.34893157889942655,0.20241829648832224,No,0.34893157889942655
Factual_Accuracy,valence_median,0.3484291573589124,0.20311332719065314,No,0.3484291573589124
Topic_Coverage,silence_ratio_total_change,0.34786262139146906,0.20389888066979112,No,0.34786262139146906
Factual_Accuracy,spectral_rolloff_max_change,-0.3471825374147068,0.2048444407476489,No,0.3471825374147068
Factual_Accuracy,tremor_max,-0.3471825374147068,0.2048444407476489,No,0.3471825374147068
Factual_Accuracy,zero_crossing_rate_range,0.3471825374147068,0.2048444407476489,No,0.3471825374147068
Factual_Accuracy,stress_variance,-0.3471825374147068,0.2048444407476489,No,0.3471825374147068
Factual_Accuracy,sad_cv,0.3471825374147068,0.2048444407476489,No,0.3471825374147068
Factual_Accuracy,spectral_bandwidth_range,-0.3471825374147068,0.2048444407476489,No,0.3471825374147068
Factual_Accuracy,stress_std,-0.3471825374147068,0.2048444407476489,No,0.3471825374147068
Factual_Accuracy,disgust_min,-0.3471825374147068,0.2048444407476489,No,0.3471825374147068
Overall_Percentage,pitch_std_mean_change,0.3470488558490492,0.2050306348008279,No,0.3470488558490492
Overall_Percentage,spectral_rolloff_median,0.34649966075626343,0.20579669747095206,No,0.34649966075626343
Semantic_Similarity,pitch_variation_trend_direction,-0.3464674335917916,0.20584170724866033,No,0.3464674335917916
Topic_Coverage,spectral_centroid_trend_direction,-0.3451913061117357,0.2076290505724601,No,0.3451913061117357
Topic_Coverage,pitch_std_cv,-0.3442390524186412,0.20896919959076765,No,0.3442390524186412
Overall_Percentage,fear_mean,0.3434710325928735,0.210054069773671,No,0.3434710325928735
Semantic_Similarity,fear_cv,0.3428571428571428,0.21092379341475206,No,0.3428571428571428
Topic_Coverage,harmonic_ratio_cv,-0.34242726793222733,0.21153417558096055,No,0.34242726793222733
Overall_Percentage,spectral_centroid_mean,0.34168212096478556,0.21259486956776397,No,0.34168212096478556
Overall_Percentage,spectral_bandwidth_max,0.3398932093366977,0.21515508457382299,No,0.3398932093366977
Semantic_Similarity,surprise_max,0.33928571428571425,0.2160289253419548,No,0.33928571428571425
Semantic_Similarity,speech_rate_trend_slope,-0.33928571428571425,0.2160289253419548,No,0.33928571428571425
Topic_Coverage,silence_ratio_max_change,-0.33844934287043865,0.21723565737081066,No,0.33844934287043865
Topic_Coverage,speech_rate_median,0.33759704766370796,0.2184697377619883,No,0.33759704766370796
Semantic_Similarity,stress_range,0.33571428571428563,0.22121153763932594,No,0.33571428571428563
Topic_Coverage,valence_trend_direction,-0.33554718262072464,0.22145592584740276,No,0.33554718262072464
Topic_Coverage,tremor_max_change,-0.3351801299865717,0.22199333673090182,No,0.3351801299865717
Topic_Coverage,emotional_diversity,0.3333683455001578,0.22465803038314788,No,0.3333683455001578
Overall_Percentage,volume_transitions,0.33273756282434613,0.22559044917938,No,0.33273756282434613
Topic_Coverage,neutral_trend_direction,-0.3321055820775357,0.22652706972776496,No,0.3321055820775357
Topic_Coverage,sad_total_change,0.3315565610137439,0.22734271611574913,No,0.3315565610137439
Overall_Percentage,sad_trend_direction,-0.33131106997745446,0.2277080211711654,No,0.33131106997745446
Overall_Percentage,zero_crossing_rate_total_change,0.3291597395681704,0.23092504375699202,No,0.3291597395681704
Topic_Coverage,disgust_trend_slope,0.3279329920409161,0.23277211401642048,No,0.3279329920409161
Overall_Percentage,sad_total_change,0.3273708279400825,0.23362161212161883,No,0.3273708279400825
Overall_Percentage,pitch_std_max_change,-0.3273708279400825,0.23362161212161883,No,0.3273708279400825
Topic_Coverage,disgust_median,-0.3272922030907214,0.23374057750397964,No,0.3272922030907214
Overall_Percentage,valence_mean_change,0.3255819163119947,0.23633770732178017,No,0.3255819163119947
Factual_Accuracy,happy_min,0.32530002431617777,0.2367674839315251,No,0.32530002431617777
Factual_Accuracy,neutral_min,0.32530002431617777,0.2367674839315251,No,0.32530002431617777
Semantic_Similarity,speech_rate_variance,0.32499999999999996,0.23722543823723408,No,0.32499999999999996
Semantic_Similarity,valence_total_change,0.32499999999999996,0.23722543823723408,No,0.32499999999999996
Semantic_Similarity,speech_rate_std,0.32499999999999996,0.23722543823723408,No,0.32499999999999996
Semantic_Similarity,speech_rate_consistency,-0.32499999999999996,0.23722543823723408,No,0.32499999999999996
Semantic_Similarity,pitch_std_min,-0.32433748657040123,0.23823863912199592,No,0.32433748657040123
Topic_Coverage,dominance_cv,-0.3243094230680883,0.23828161660707695,No,0.3243094230680883
Topic_Coverage,happy_std,-0.3243094230680883,0.23828161660707695,No,0.3243094230680883
Topic_Coverage,happy_variance,-0.3243094230680883,0.23828161660707695,No,0.3243094230680883
Overall_Percentage,intensity_range,0.3237930046839067,0.23907333724699806,No,0.3237930046839067
Semantic_Similarity,spectral_bandwidth_total_change,0.3214285714285714,0.2427190468016684,No,0.3214285714285714
Semantic_Similarity,surprise_cv,0.3214285714285714,0.2427190468016684,No,0.3214285714285714
Topic_Coverage,spectral_centroid_trend_slope,-0.3206858540952605,0.24387128718930806,No,0.3206858540952605
Topic_Coverage,fear_variance,-0.3206858540952605,0.24387128718930806,No,0.3206858540952605
Topic_Coverage,fear_std,-0.3206858540952605,0.24387128718930806,No,0.3206858540952605
Topic_Coverage,harmonic_ratio_median,0.3200190430220387,0.2449086385491903,No,0.3200190430220387
Topic_Coverage,surprise_trend_direction,-0.319568745353071,0.24561069870216498,No,0.319568745353071
Topic_Coverage,pitch_std_std,-0.3188740696088466,0.2466961989610428,No,0.3188740696088466
Topic_Coverage,pitch_std_variance,-0.3188740696088466,0.2466961989610428,No,0.3188740696088466
Overall_Percentage,harmonic_ratio_max,0.3184262697996431,0.24739749375293124,No,0.3184262697996431
Overall_Percentage,harmonic_ratio_range,0.3184262697996431,0.24739749375293124,No,0.3184262697996431
Semantic_Similarity,angry_max_change,-0.3178571428571428,0.24829056581701822,No,0.3178571428571428
Semantic_Similarity,spectral_bandwidth_mean_change,0.3178571428571428,0.24829056581701822,No,0.3178571428571428
Semantic_Similarity,pitch_variation_range,0.3178571428571428,0.24829056581701822,No,0.3178571428571428
Topic_Coverage,angry_mean,0.31706228512243273,0.24954116601520043,No,0.31706228512243273
Overall_Percentage,happy_min,-0.31679397554099437,0.24996418600901166,No,0.31679397554099437
Overall_Percentage,stress_trend_direction,0.31553435235948046,0.25195600235557447,No,0.31553435235948046
Semantic_Similarity,happy_range,-0.3142857142857143,0.2539400163236714,No,0.3142857142857143
Semantic_Similarity,happy_max,-0.3142857142857143,0.2539400163236714,No,0.3142857142857143
Topic_Coverage,pitch_mean_trend_slope,0.311626931663191,0.25819640558976537,No,0.311626931663191
Semantic_Similarity,zero_crossing_rate_range,-0.3107142857142856,0.2596673973372179,No,0.3107142857142856
Semantic_Similarity,happy_cv,0.3107142857142856,0.2596673973372179,No,0.3107142857142856
Overall_Percentage,disgust_trend_direction,0.3098485830098972,0.261067428292164,No,0.3098485830098972
Semantic_Similarity,spectral_centroid_trend_direction,-0.3092947870658709,0.26196543825171664,No,0.3092947870658709
Factual_Accuracy,speech_rate_cv,-0.3086066999241838,0.26308381783903756,No,0.3086066999241838
Factual_Accuracy,harmonic_ratio_max,0.3086066999241838,0.26308381783903756,No,0.3086066999241838
Factual_Accuracy,dominance_mean_change,0.3086066999241838,0.26308381783903756,No,0.3086066999241838
Factual_Accuracy,arousal_range,0.3086066999241838,0.26308381783903756,No,0.3086066999241838
Factual_Accuracy,arousal_mean_change,0.3086066999241838,0.26308381783903756,No,0.3086066999241838
Factual_Accuracy,valence_trend_slope,-0.3086066999241838,0.26308381783903756,No,0.3086066999241838
Factual_Accuracy,dominance_min,-0.3086066999241838,0.26308381783903756,No,0.3086066999241838
Factual_Accuracy,neutral_std,-0.3086066999241838,0.26308381783903756,No,0.3086066999241838
Factual_Accuracy,pitch_mean_trend_slope,-0.3086066999241838,0.26308381783903756,No,0.3086066999241838
Factual_Accuracy,neutral_variance,-0.3086066999241838,0.26308381783903756,No,0.3086066999241838
Factual_Accuracy,spectral_centroid_mean,0.3086066999241838,0.26308381783903756,No,0.3086066999241838
Factual_Accuracy,harmonic_ratio_range,0.3086066999241838,0.26308381783903756,No,0.3086066999241838
Overall_Percentage,pitch_range_total_change,0.30769280003111577,0.26457369108739026,No,0.30769280003111577
Semantic_Similarity,spectral_centroid_cv,0.3071428571428571,0.2654726857102779,No,0.3071428571428571
Semantic_Similarity,fear_max,0.3071428571428571,0.2654726857102779,No,0.3071428571428571
Semantic_Similarity,pitch_range_min,-0.30631873731649006,0.26682333514992385,No,0.30631873731649006
Semantic_Similarity,fear_min,-0.30631873731649006,0.26682333514992385,No,0.30631873731649006
Topic_Coverage,harmonic_ratio_std,-0.3061915782039493,0.26703210530241717,No,0.3061915782039493
Topic_Coverage,harmonic_ratio_variance,-0.3061915782039493,0.26703210530241717,No,0.3061915782039493
Overall_Percentage,fear_range,0.3059038884030279,0.26750479934687554,No,0.3059038884030279
Topic_Coverage,angry_std,0.30437979371753543,0.2700174164822013,No,0.30437979371753543
Topic_Coverage,angry_variance,0.30437979371753543,0.2700174164822013,No,0.30437979371753543
Overall_Percentage,disgust_trend_slope,0.30411497677494004,0.27045543793973315,No,0.30411497677494004
Topic_Coverage,disgust_mean,-0.3025680092311215,0.27302275301195267,No,0.3025680092311215
Topic_Coverage,fear_max_change,-0.3025680092311215,0.27302275301195267,No,0.3025680092311215
Overall_Percentage,disgust_mean_change,0.3023260651468522,0.27342559806544325,No,0.3023260651468522
Topic_Coverage,pitch_mean_mean_change,0.3007562247447076,0.2760481044861891,No,0.3007562247447076
Topic_Coverage,spectral_centroid_max_change,-0.3007562247447076,0.2760481044861891,No,0.3007562247447076
Semantic_Similarity,pitch_mean_std,0.3,0.27731678036838386,No,0.3
Semantic_Similarity,pitch_mean_variance,0.3,0.27731678036838386,No,0.3
Overall_Percentage,neutral_min,-0.299822869708441,0.27761444555998216,No,0.299822869708441
Topic_Coverage,stress_trend_slope,0.2989444402582937,0.27909345900592164,No,0.2989444402582937
Topic_Coverage,pitch_std_trend_slope,0.2989444402582937,0.27909345900592164,No,0.2989444402582937
Overall_Percentage,fear_max,0.29874824189067634,0.27942444062671423,No,0.29874824189067634
Topic_Coverage,harmonic_ratio_trend_direction,-0.2981197643692264,0.2804862440075382,No,0.2981197643692264
Topic_Coverage,disgust_variance,-0.2971326557718798,0.28215880317531855,No,0.2971326557718798
Topic_Coverage,disgust_std,-0.2971326557718798,0.28215880317531855,No,0.2971326557718798
Overall_Percentage,pitch_variation_trend_slope,-0.29695933026258853,0.2824530983649668,No,0.29695933026258853
Semantic_Similarity,dominance_range,0.2964285714285714,0.28335542843426287,No,0.2964285714285714
Semantic_Similarity,disgust_total_change,0.2964285714285714,0.28335542843426287,No,0.2964285714285714
Topic_Coverage,stress_mean_change,0.2953208712854659,0.28524412209853844,No,0.2953208712854659
Overall_Percentage,angry_mean,0.2951704186345006,0.2855012282353917,No,0.2951704186345006
Overall_Percentage,angry_trend_direction,0.2943561538594024,0.2868950999903789,No,0.2943561538594024
Overall_Percentage,harmonic_ratio_max_change,0.2933815070064127,0.28856881432300796,No,0.2933815070064127
Semantic_Similarity,neutral_cv,0.2928571428571428,0.289471667212401,No,0.2928571428571428
Factual_Accuracy,spectral_centroid_min,0.2919371040605711,0.2910598294310264,No,0.2919371040605711
Factual_Accuracy,spectral_rolloff_min,0.2919371040605711,0.2910598294310264,No,0.2919371040605711
Topic_Coverage,spectral_bandwidth_cv,-0.29169730231263813,0.2914746171051966,No,0.29169730231263813
Overall_Percentage,neutral_range,-0.2915925953783249,0.29165583928138755,No,0.2915925953783249
Overall_Percentage,neutral_max,-0.2915925953783249,0.29165583928138755,No,0.2915925953783249
Topic_Coverage,fear_cv,-0.2898855178262242,0.29461975587073896,No,0.2898855178262242
Topic_Coverage,surprise_max_change,-0.2880737333398103,0.29778479474915337,No,0.2880737333398103
Topic_Coverage,spectral_bandwidth_trend_direction,-0.2876118708177639,0.29859481111022596,No,0.2876118708177639
Topic_Coverage,spectral_rolloff_trend_direction,-0.2876118708177639,0.29859481111022596,No,0.2876118708177639
Semantic_Similarity,sad_variance,0.28571428571428564,0.3019363513225493,No,0.28571428571428564
Semantic_Similarity,sad_std,0.28571428571428564,0.3019363513225493,No,0.28571428571428564
Semantic_Similarity,fear_total_change,0.28571428571428564,0.3019363513225493,No,0.28571428571428564
Topic_Coverage,intensity_max,0.2844501643669825,0.304174481578995,No,0.2844501643669825
Topic_Coverage,valence_mean_change,0.2844501643669825,0.304174481578995,No,0.2844501643669825
Topic_Coverage,peak_intensity_max,0.2844501643669825,0.304174481578995,No,0.2844501643669825
Topic_Coverage,happy_median,0.28365324267862524,0.30559039487508766,No,0.28365324267862524
Semantic_Similarity,happy_trend_direction,0.28347335475692037,0.3059105373087578,No,0.28347335475692037
Overall_Percentage,volume_std_min,-0.28340088896199844,0.30603955822509277,No,0.28340088896199844
Semantic_Similarity,dominance_median,0.2831559406793983,0.30647590829494165,No,0.2831559406793983
Semantic_Similarity,stress_std,0.2821428571428571,0.30828445682005556,No,0.2821428571428571
Semantic_Similarity,stress_variance,0.2821428571428571,0.30828445682005556,No,0.2821428571428571
Semantic_Similarity,silence_ratio_mean_change,0.2821428571428571,0.30828445682005556,No,0.2821428571428571
Semantic_Similarity,spectral_rolloff_cv,0.2821428571428571,0.30828445682005556,No,0.2821428571428571
Topic_Coverage,pitch_std_max_change,-0.28082659539415467,0.31064347989693736,No,0.28082659539415467
Overall_Percentage,pitch_mean_trend_slope,0.27907021398170967,0.3138075435910497,No,0.27907021398170967
Overall_Percentage,arousal_max,0.27907021398170967,0.3138075435910497,No,0.27907021398170967
Topic_Coverage,tremor_mean_change,0.2790148109077408,0.31390765243833096,No,0.2790148109077408
Overall_Percentage,harmonic_ratio_trend_direction,-0.27886372470890747,0.3141807467238552,No,0.27886372470890747
Semantic_Similarity,intensity_mean_change,0.2785714285714285,0.3147094732307908,No,0.2785714285714285
Semantic_Similarity,disgust_trend_direction,0.2783653083592838,0.3150826272908346,No,0.2783653083592838
Semantic_Similarity,pitch_variation_min,-0.27748873851023215,0.31667239579809087,No,0.27748873851023215
Topic_Coverage,surprise_cv,-0.2772030264213269,0.31719156769800705,No,0.2772030264213269
Semantic_Similarity,valence_std,0.27499999999999997,0.3212111733193767,No,0.27499999999999997
Semantic_Similarity,valence_variance,0.27499999999999997,0.3212111733193767,No,0.27499999999999997
Overall_Percentage,speech_rate_max,0.27486976782299416,0.32144970385486243,No,0.27486976782299416
Overall_Percentage,angry_variance,0.2737034790974461,0.3235903825503348,No,0.2737034790974461
Overall_Percentage,angry_std,0.2737034790974461,0.3235903825503348,No,0.2737034790974461
Semantic_Similarity,spectral_bandwidth_median,-0.27240318343840847,0.3259866231853009,No,0.27240318343840847
Factual_Accuracy,happy_trend_direction,0.2721655269759087,0.3264256794383835,No,0.2721655269759087
Factual_Accuracy,sad_trend_direction,0.2721655269759087,0.3264256794383835,No,0.2721655269759087
Overall_Percentage,spectral_rolloff_mean,0.2719145674693581,0.32688967865362983,No,0.2719145674693581
Factual_Accuracy,surprise_median,0.27100045572359854,0.3285829610361465,No,0.27100045572359854
Factual_Accuracy,harmonic_ratio_median,0.27100045572359854,0.3285829610361465,No,0.27100045572359854
Factual_Accuracy,happy_median,0.27100045572359854,0.3285829610361465,No,0.27100045572359854
Factual_Accuracy,speech_rate_mean,0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,zero_crossing_rate_mean_change,0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,valence_range,0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,happy_std,0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,stress_trend_slope,-0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,arousal_mean,0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,happy_variance,0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,sad_max,0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,sad_range,0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,stress_mean_change,0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,valence_mean_change,0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,happy_range,0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,happy_max,0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,surprise_cv,-0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,pitch_variation_std,-0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,disgust_max,-0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,disgust_max_change,0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,pitch_variation_variance,-0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,spectral_rolloff_mean,0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,spectral_bandwidth_mean,0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,spectral_centroid_trend_slope,-0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Factual_Accuracy,harmonic_ratio_mean,0.2700308624336608,0.3303844666503378,No,0.2700308624336608
Topic_Coverage,sad_mean,-0.26995588847567126,0.33052400190529785,No,0.26995588847567126
Topic_Coverage,fear_mean_change,0.26814410398925737,0.3339061268942183,No,0.26814410398925737
Semantic_Similarity,fear_mean_change,0.2678571428571428,0.3344436005123538,No,0.2678571428571428
Overall_Percentage,dominance_max,0.2665478325850945,0.3369021308906096,No,0.2665478325850945
Topic_Coverage,spectral_bandwidth_total_change,0.2663323195028435,0.3373077823714382,No,0.2663323195028435
Overall_Percentage,stress_variance,-0.26475892095700665,0.34027767769099093,No,0.26475892095700665
Overall_Percentage,stress_std,-0.26475892095700665,0.34027767769099093,No,0.26475892095700665
Semantic_Similarity,pitch_variation_max,0.2642857142857143,0.3411737579900821,No,0.2642857142857143
Semantic_Similarity,dominance_mean,0.2642857142857143,0.3411737579900821,No,0.2642857142857143
Semantic_Similarity,neutral_max_change,-0.2642857142857143,0.3411737579900821,No,0.2642857142857143
Semantic_Similarity,pitch_mean_range,0.2642857142857143,0.3411737579900821,No,0.2642857142857143
Semantic_Similarity,spectral_centroid_min,-0.26307373910710324,0.3434748420928415,No,0.26307373910710324
Semantic_Similarity,silence_ratio_trend_direction,-0.26186146828319085,0.3457851775315717,No,0.26186146828319085
Semantic_Similarity,happy_median,-0.2616504261974187,0.34618826696424576,No,0.2616504261974187
Semantic_Similarity,zero_crossing_rate_mean_change,-0.2607142857142857,0.34797945986279355,No,0.2607142857142857
Semantic_Similarity,volume_std_min,-0.259469989256321,0.3503682694980822,No,0.259469989256321
Topic_Coverage,pitch_mean_median,0.25819718243823575,0.35282124245002866,No,0.25819718243823575
Topic_Coverage,happy_min,-0.25782145228918446,0.35354717594552976,No,0.25782145228918446
Semantic_Similarity,happy_variance,0.2571428571428571,0.35486036365060913,No,0.2571428571428571
Semantic_Similarity,happy_std,0.2571428571428571,0.35486036365060913,No,0.2571428571428571
Topic_Coverage,disgust_mean_change,0.2554616125843601,0.3581254683985019,No,0.2554616125843601
Topic_Coverage,pitch_variation_median,0.25456060240389444,0.3598821103602693,No,0.25456060240389444
Semantic_Similarity,arousal_trend_slope,-0.25357142857142856,0.3618161038158896,No,0.25357142857142856
Semantic_Similarity,intensity_total_change,0.25357142857142856,0.3618161038158896,No,0.25357142857142856
Factual_Accuracy,pitch_mean_min,0.253012156852495,0.36291209761112997,No,0.253012156852495
Overall_Percentage,volume_range_variance,0.25223653956039144,0.3644350783192989,No,0.25223653956039144
Overall_Percentage,volume_range_std,0.25223653956039144,0.3644350783192989,No,0.25223653956039144
Semantic_Similarity,happy_min,-0.2522292895610493,0.3644493307551657,No,0.2522292895610493
Factual_Accuracy,silence_ratio_max_change,-0.2521097420448054,0.36468438779225665,No,0.2521097420448054
Topic_Coverage,spectral_centroid_std,-0.2500262591251184,0.3687943312451415,No,0.2500262591251184
Topic_Coverage,spectral_centroid_variance,-0.2500262591251184,0.3687943312451415,No,0.2500262591251184
Semantic_Similarity,angry_range,-0.25,0.36884629178393047,No,0.25
Semantic_Similarity,spectral_rolloff_max_change,0.25,0.36884629178393047,No,0.25
Semantic_Similarity,angry_max,-0.25,0.36884629178393047,No,0.25
Semantic_Similarity,harmonic_ratio_cv,0.25,0.36884629178393047,No,0.25
Overall_Percentage,surprise_median,0.24955156914570273,0.36973424703347024,No,0.24955156914570273
Overall_Percentage,zero_crossing_rate_max_change,-0.2486587163042157,0.3715056917823776,No,0.2486587163042157
Overall_Percentage,peak_intensity_max,0.24686980467612776,0.3750688285061292,No,0.24686980467612776
Overall_Percentage,intensity_max,0.24686980467612776,0.3750688285061292,No,0.24686980467612776
Overall_Percentage,valence_range,0.24686980467612776,0.3750688285061292,No,0.24686980467612776
Semantic_Similarity,arousal_min,-0.24642857142857136,0.37595051597380524,No,0.24642857142857136
Overall_Percentage,neutral_trend_direction,-0.24593468841898233,0.37693874249156745,No,0.24593468841898233
Topic_Coverage,dominance_variance,-0.24459090566587666,0.37963467641579585,No,0.24459090566587666
Topic_Coverage,dominance_std,-0.24459090566587666,0.37963467641579585,No,0.24459090566587666
Factual_Accuracy,surprise_min,0.24397501823713333,0.38087375950321944,No,0.24397501823713333
Overall_Percentage,pitch_std_trend_slope,0.243291981419952,0.3822504870675918,No,0.243291981419952
Semantic_Similarity,happy_total_change,0.24285714285714283,0.38312834183934175,No,0.24285714285714283
Semantic_Similarity,pitch_mean_mean_change,0.24285714285714283,0.38312834183934175,No,0.24285714285714283
Semantic_Similarity,neutral_min,-0.24093544077473364,0.38702085911244555,No,0.24093544077473364
Semantic_Similarity,silence_ratio_total_change,0.23928571428571427,0.3903793119202358,No,0.23928571428571427
Semantic_Similarity,disgust_max_change,0.23928571428571427,0.3903793119202358,No,0.23928571428571427
Topic_Coverage,spectral_rolloff_mean_change,-0.23734376772022103,0.39435251968342677,No,0.23734376772022103
Topic_Coverage,pitch_range_std,-0.23734376772022103,0.39435251968342677,No,0.23734376772022103
Topic_Coverage,pitch_range_variance,-0.23734376772022103,0.39435251968342677,No,0.23734376772022103
Topic_Coverage,surprise_mean,0.23553198323380714,0.39807871865350153,No,0.23553198323380714
Topic_Coverage,fear_trend_direction,0.23535770871254708,0.39843811941879104,No,0.23535770871254708
Topic_Coverage,disgust_trend_direction,0.23535770871254708,0.39843811941879104,No,0.23535770871254708
Overall_Percentage,pitch_variation_min,-0.23466315646534902,0.39987217748090353,No,0.23466315646534902
Topic_Coverage,volume_range_min,-0.2330930851905229,0.40312397073986617,No,0.2330930851905229
Topic_Coverage,neutral_min,-0.23299420132800372,0.40332923510985186,No,0.23299420132800372
Semantic_Similarity,arousal_median,0.23297640688811252,0.40336617887387083,No,0.23297640688811252
Overall_Percentage,angry_range,0.2325585116514247,0.404234300295204,No,0.2325585116514247
Overall_Percentage,angry_max,0.2325585116514247,0.404234300295204,No,0.2325585116514247
Overall_Percentage,tremor_mean_change,0.2325585116514247,0.404234300295204,No,0.2325585116514247
Factual_Accuracy,disgust_median,-0.2322861049059416,0.40480071741766843,No,0.2322861049059416
Semantic_Similarity,pitch_modulation,0.2321428571428571,0.40509874069364893,No,0.2321428571428571
Semantic_Similarity,pitch_mean_cv,0.2321428571428571,0.40509874069364893,No,0.2321428571428571
Factual_Accuracy,neutral_total_change,-0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,pitch_range_cv,-0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,silence_ratio_variance,0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,silence_ratio_std,0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,volume_transitions,-0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,silence_ratio_total_change,-0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,volume_mean_max,-0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,volume_mean_range,-0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,intensity_total_change,-0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,neutral_max_change,-0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,neutral_cv,-0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,fear_mean,0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,intensity_max_change,-0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,stress_max_change,-0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,spectral_bandwidth_total_change,-0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,silence_variability,0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,tremor_max_change,-0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,tremor_cv,-0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Factual_Accuracy,pitch_range_max_change,-0.23145502494313785,0.40653136249946353,No,0.23145502494313785
Overall_Percentage,pitch_variation_range,0.23076960002333685,0.4079616098027655,No,0.23076960002333685
Topic_Coverage,volume_std_mean,0.23009662977456546,0.40936842814018515,No,0.23009662977456546
Overall_Percentage,dominance_min,0.22898068839524896,0.41170684037000893,No,0.22898068839524896
Semantic_Similarity,pitch_std_range,0.2285714285714285,0.41256617049636035,No,0.2285714285714285
Overall_Percentage,emotional_diversity,0.22719177676716112,0.41546992269385963,No,0.22719177676716112
Topic_Coverage,happy_trend_slope,-0.22647306080173768,0.41698679552772455,No,0.22647306080173768
Topic_Coverage,volume_range_std,0.22647306080173768,0.41698679552772455,No,0.22647306080173768
Topic_Coverage,volume_range_variance,0.22647306080173768,0.41698679552772455,No,0.22647306080173768
Overall_Percentage,pitch_std_median,0.22621221375797515,0.41753803043521476,No,0.22621221375797515
Overall_Percentage,spectral_bandwidth_range,0.2236139535109853,0.42304935831422086,No,0.2236139535109853
Topic_Coverage,arousal_cv,-0.22284949182890984,0.4246779977495263,No,0.22284949182890984
Overall_Percentage,spectral_rolloff_mean_change,-0.2218250418828974,0.4268655659300731,No,0.2218250418828974
Overall_Percentage,dominance_range,0.2218250418828974,0.4268655659300731,No,0.2218250418828974
Semantic_Similarity,spectral_rolloff_mean,-0.22142857142857136,0.42771371901637,No,0.22142857142857136
Semantic_Similarity,pitch_mean_max_change,0.22142857142857136,0.42771371901637,No,0.22142857142857136
Topic_Coverage,pitch_variation_range,0.22103770734249595,0.42855072215797685,No,0.22103770734249595
Topic_Coverage,happy_mean,0.22103770734249595,0.42855072215797685,No,0.22103770734249595
Overall_Percentage,valence_trend_direction,-0.22087404665163635,0.42890143657261837,No,0.22087404665163635
