timestamp,time_seconds,facial_quadrant,facial_arousal,facial_valence,facial_intensity,facial_excitement,facial_calmness,facial_positivity,facial_negativity,facial_angry,facial_disgust,facial_fear,facial_happy,facial_sad,facial_surprise,facial_neutral,voice_segment_start,voice_segment_end,voice_pitch_mean,voice_pitch_std,voice_pitch_range,voice_pitch_variation,voice_volume_mean,voice_volume_std,voice_volume_range,voice_spectral_centroid,voice_spectral_centroid_std,voice_spectral_bandwidth,voice_spectral_rolloff,voice_zero_crossing_rate,voice_mfcc_1,voice_mfcc_1_std,voice_mfcc_2,voice_mfcc_2_std,voice_mfcc_3,voice_mfcc_3_std,voice_mfcc_4,voice_mfcc_4_std,voice_mfcc_5,voice_mfcc_5_std,voice_mfcc_6,voice_mfcc_6_std,voice_mfcc_7,voice_mfcc_7_std,voice_mfcc_8,voice_mfcc_8_std,voice_mfcc_9,voice_mfcc_9_std,voice_mfcc_10,voice_mfcc_10_std,voice_mfcc_11,voice_mfcc_11_std,voice_mfcc_12,voice_mfcc_12_std,voice_mfcc_13,voice_mfcc_13_std,voice_speech_rate,voice_silence_ratio,voice_harmonic_ratio,voice_tremor,voice_arousal,voice_valence,voice_dominance,voice_intensity,voice_stress,voice_happy,voice_angry,voice_sad,voice_fear,voice_surprise,voice_disgust,voice_neutral,combined_arousal,combined_valence,combined_intensity,combined_quadrant,fused_angry,fused_disgust,fused_fear,fused_happy,fused_sad,fused_surprise,fused_neutral,fused_arousal,fused_valence,fused_intensity,fused_stress,fused_dominant_emotion,fused_quadrant,fused_positivity,fused_negativity,fused_excitement,fused_calmness
2025-11-30 00:30:36.504655,0.0,Calm,-0.53251845,0.20780015,0.09377205,-0.6243301,0.6243301,0.111806184,-0.111806184,0.037421554,4.464032e-06,0.015359703,0.0024952667,0.03844617,4.4894758e-05,0.90622795,0,22050,133.16719,53.335567,289.2159,0.40051582,4.0932846e-05,5.75611e-06,3.2412318e-05,3315.869638030031,230.00437811739064,3162.851094199413,7354.812344637784,0.1299826882102272,-818.9635,24.862406,64.73708,5.9586754,16.749285,2.9564602,18.199183,2.659102,8.626576,2.8128479,15.539795,3.3410234,-2.8628113,3.3426309,6.464279,3.0390599,-1.0769458,3.3849015,7.438051,4.024315,-0.44046432,2.5503542,2.3738534,3.383633,-0.62717766,3.53039,1.0,1.0,0.4666118,63.233086,0.0621057748794555,-0.1198899149894714,0.0516040325164794,0.120564080774784,0.44430244,0.1194478462824694,0.0,0.345617358847857,0.1097376208473249,0.09593786916445,0.1409174267974889,0.1883418780604097,-0.2352063357830047,0.0439551174640655,0.1071680672466754,Calm,0.0261950878,0.04227835286164667,0.04367307835419747,0.03758104057474082,0.1305975266543571,0.028812787079935,0.6908621284181229,-0.3541311825361633,0.10949313050315856,0.1018096592324352,0.44430244,neutral,Calm,0.10949313050315856,-0.10949313050315856,0.0,0.3541311825361633
2025-11-30 00:30:37.505496,1.0,Tired,-0.006245315,-0.26826763,0.5808993,-0.07803179,0.07803179,-0.33489606,0.33489606,0.29518837,0.00017932293,0.13669263,0.014854709,0.12621291,0.0077714208,0.4191007,22050,44100,132.24968,50.375916,215.16472,0.38091522,4.140354e-05,4.262484e-06,2.4796114e-05,3246.288769988193,189.1560058672762,3151.603293126085,7304.40507368608,0.1318359375,-815.9662,7.8275843,66.87727,5.478339,17.32488,2.8950303,18.632643,3.7992067,9.472175,3.224379,14.950692,1.9176432,-4.054702,2.627695,7.3151307,3.5219882,0.07711358,2.9128735,8.042902,2.8147094,-0.71387523,3.075406,2.5274127,2.8032138,0.12595743,2.902826,8.0,1.0,0.50559825,55.300896,0.0963755846023559,-0.0621474981307983,0.0685826539993286,0.1146886050701141,0.43402067,0.1439428552331477,0.0,0.3111501838160003,0.1054511974312796,0.10267546384967,0.126598633382972,0.2101816662869303,0.0450651347637176,-0.16520756483078,0.3477939516305923,Stressed,0.20663185899999997,0.0381051160658916,0.1273202002293839,0.05358115286994431,0.1816940921448001,0.036242633714900996,0.35642498988607907,0.02454095488070677,-0.20643159043923945,0.4410360915210342,0.43402067,neutral,Stressed,-0.20643159043923945,0.20643159043923945,0.02454095488070677,0.0
2025-11-30 00:30:38.506064,2.0,Calm,-0.57966834,0.18500158,0.11453575,-0.6622905,0.6622905,0.0866819,-0.0866819,0.016713971,1.1442296e-06,0.010927658,7.532595e-05,0.08681379,3.8665285e-06,0.88546425,44100,66150,134.9494,62.800182,295.55515,0.46536094,4.093083e-05,3.651003e-06,1.9268698e-05,3270.1942295910603,225.82836152660516,3156.2095168206174,7312.724720348011,0.13134765625,-816.4851,7.11468,66.53778,5.561183,16.98001,2.7954993,18.157906,3.2304897,8.951993,3.4175503,14.95412,3.1902077,-2.989216,2.9289873,6.2043457,3.5234723,-2.3168702,2.6417499,6.8516846,2.902477,-0.7450216,3.0176282,3.0917802,3.5152671,0.1337212,2.8577383,6.0,1.0,0.52103055,80.511566,0.0823972225189209,-0.085719883441925,0.0705313682556152,0.1400175988674163,0.465129,0.1367962304684405,0.0,0.3127874938675853,0.1095568389364136,0.1151284522917106,0.1196208715971921,0.2061101128386576,-0.2486355602741241,0.0496408492326736,0.127276673913002,Calm,0.0116997797,0.03588706243987763,0.040516412280924084,0.04109159730553215,0.1546059011602756,0.03454124225746318,0.6816580088515971,-0.38104867124432373,0.1037851409674225,0.12218030466022489,0.465129,neutral,Calm,0.1037851409674225,-0.1037851409674225,0.0,0.38104867124432373
2025-11-30 00:30:39.506487,3.0,Stressed,0.022730857,-0.13196559,0.53207153,-0.06449136,0.06449136,-0.18476447,0.18476447,0.138727,0.00021259881,0.21246392,1.9987749e-05,0.067368604,0.11327951,0.47492844,66150,88200,162.68748,73.03867,318.05716,0.44895077,3.9928593e-05,4.591698e-06,2.433603e-05,3301.8372975461434,194.04071404519516,3166.1918400214813,7355.791126598011,0.1284623579545454,-818.05804,8.00536,65.38128,4.3777514,16.788033,3.303451,17.762371,3.738676,8.092871,3.5095391,14.1975765,3.3307142,-2.1701765,3.137249,7.6507244,3.6464593,-0.67048055,4.3055773,7.2049146,3.6665804,-0.87479424,2.7462702,1.9956836,2.9911835,0.12657551,2.633786,7.0,1.0,0.48683122,68.75459,0.1025795936584472,-0.0900040864944458,0.0782833099365234,0.1350845247507095,0.49902645,0.1306569743808311,0.0,0.3096510707639211,0.1221841346151436,0.1152669205728681,0.1325404962342593,0.1897004034329766,0.0626552253961563,-0.1109848394989967,0.3335780277848243,Stressed,0.09710889999999998,0.03991096803727778,0.18537998438454306,0.039211083738549334,0.14005334402917632,0.11387573317186042,0.3893600290298929,0.046685477997534156,-0.11937713894833372,0.4129754284252128,0.49902645,neutral,Stressed,-0.11937713894833372,0.11937713894833372,0.046685477997534156,0.0
2025-11-30 00:30:40.506896,4.0,Tired,-0.5121849,-0.03715962,0.3826149,-0.55580586,0.55580586,-0.118389,0.118389,0.019632734,1.0509724e-09,0.025086902,7.315259e-05,0.28182197,0.056000162,0.6173851,88200,110250,155.07242,62.939106,246.74641,0.40586913,4.2099073e-05,5.375078e-06,2.825466e-05,3269.628481916256,224.90332897789955,3152.96895818301,7317.863325639205,0.1337113813920454,-815.5047,8.081779,65.441986,5.609879,16.653194,2.6768038,19.086927,3.4659119,8.88332,3.808237,13.7442875,3.1951678,-3.8443708,3.9447968,7.669844,4.0473237,-0.23435603,3.03965,8.515476,3.108426,-0.2519623,3.4600234,3.5304253,3.2111092,0.29144844,3.1619084,6.0,1.0,0.48633388,84.72436,0.0755687952041626,-0.0613917112350463,0.0401413440704345,0.1221817284822464,0.46695384,0.1351570862337499,0.0,0.3166842998721204,0.1097748414222455,0.1052140042963107,0.127992110010832,0.2051776581647413,-0.2183080613613128,-0.049275666475296,0.252398319542408,Tired,0.013742913799999998,0.03839763373893028,0.050493283826673646,0.04059833268312497,0.29228066896163607,0.07076431468889322,0.4937228674494224,-0.33585879143875125,-0.04442924737051389,0.3044849485446739,0.46695384,neutral,Tired,-0.04442924737051389,0.04442924737051389,0.0,0.33585879143875125
2025-11-30 00:30:41.507306,5.0,Calm,-0.47154284,0.2481673,0.14033175,-0.5540194,0.5540194,0.16400634,-0.16400634,0.021004416,3.0282848e-13,0.007210007,0.0463856,0.037731618,0.028000098,0.8526683,110250,132300,168.93549,54.04931,181.61792,0.31994054,3.9836123e-05,4.175196e-06,2.217777e-05,3304.1918789524702,214.01701950360476,3155.462555804525,7347.960870916193,0.1330677379261363,-815.8155,10.350418,65.70199,5.823532,17.136005,2.4722242,18.630516,3.1929958,8.732146,4.0878277,14.924206,3.5380359,-3.2234151,2.0922346,6.7909517,2.0215936,-1.6802636,3.1981986,7.6509356,3.79323,-0.7824766,3.02145,1.8534623,2.5235424,-0.6395252,2.16726,8.0,1.0,0.46862397,64.61276,0.0766801834106445,-0.1004788875579834,0.0498888492584228,0.0963805243372917,0.449244,0.1275044444361376,0.0,0.3399791295791146,0.1132708957199941,0.0819584565574936,0.1424778661600054,0.1948092075472544,-0.1974313259124755,0.0738442093133926,0.1183561347424984,Calm,0.0147030912,0.042743359848213605,0.03902827361599823,0.07072125333084128,0.1284058714737344,0.04418760556724808,0.6553105722641763,-0.30707593297680663,0.143573443732605,0.1271463823011875,0.449244,neutral,Calm,0.143573443732605,-0.143573443732605,0.0,0.30707593297680663
2025-11-30 00:30:42.507703,6.0,Calm,-0.109158576,0.40760517,0.4188817,-0.14641932,0.14641932,0.36486977,-0.36486977,0.014000537,5.4641447e-15,0.007185051,0.3066456,0.0070505072,0.08400003,0.5811182,132300,154350,128.0203,48.601173,275.9618,0.37963647,4.1946478e-05,3.0975145e-06,1.7605897e-05,3202.0915348147205,159.89330238362675,3143.074080033689,7254.976584694602,0.123324307528409,-816.05084,8.691728,67.877655,4.844959,16.91402,3.499322,18.224232,3.1184874,7.888817,3.215544,14.386048,3.2858953,-2.9182959,3.2782533,7.1881194,3.7562785,-0.49147275,2.662937,7.596022,3.599185,0.09906135,3.204678,3.372522,3.0313709,1.3691506,3.1733918,10.0,1.0,0.52541316,64.17075,0.0713224411010742,-0.0575999021530151,0.0643601417541503,0.1143104135990142,0.41848588,0.1462491204105151,0.0,0.3170944920006316,0.0975323338847133,0.0981901483168129,0.117332111903811,0.2236017934835159,-0.0189180672168731,0.175002634525299,0.2665960639715194,Calm,0.0098003759,0.035199633571147124,0.034289235865413985,0.2585266561231545,0.10006370264018949,0.08825706549504386,0.47386327804505474,-0.05501427086967774,0.26804364835409544,0.32751031407970427,0.41848588,neutral,Calm,0.26804364835409544,-0.26804364835409544,0.0,0.05501427086967774
2025-11-30 00:30:43.508091,7.0,Calm,-0.54750806,0.06928885,0.23511034,-0.6130905,0.6130905,-0.025130495,0.025130495,0.03468888,2.4656028e-06,0.021322604,8.593624e-05,0.17200151,0.0070089623,0.76488966,154350,176400,142.08418,57.345478,254.5776,0.40360212,4.130292e-05,4.3882146e-06,2.360912e-05,3246.3885066865782,198.84283442854752,3157.998820797191,7290.702126242898,0.1231356534090909,-818.1495,8.564869,65.935585,4.954545,17.228445,3.2633889,19.327793,2.9444335,9.940154,2.9357622,16.032696,2.45766,-2.6790767,2.1400566,6.9215016,2.9347572,-1.2631822,2.8216448,7.1231747,3.5435767,0.6073606,2.706764,2.8813505,2.3256707,0.1416257,3.0188417,4.0,1.0,0.4883524,80.81514,0.13053560256958,-0.0697998404502868,0.1143641471862793,0.121493674814701,0.4657211,0.1409983717323659,0.0,0.29889479250415,0.1181182566540197,0.113131659048127,0.135607667426993,0.1932492526343441,-0.2084862291812896,-0.0002554953098297,0.1783020086586475,Tired,0.024282216,0.0406840261500579,0.050361299796205905,0.042359666887709764,0.21006949475124498,0.038845771324438096,0.5933975377903031,-0.344094961229126,0.02756224286491396,0.20102534044441028,0.4657211,neutral,Calm,0.02756224286491396,-0.02756224286491396,0.0,0.344094961229126
2025-11-30 00:30:44.508473,8.0,Tired,-0.30618244,-0.022284538,0.35422254,-0.38123894,0.38123894,-0.10835652,0.10835652,0.047740117,9.451317e-08,0.15723196,0.00044175264,0.12077589,0.028032739,0.6387775,176400,198450,145.39137,42.415092,156.10611,0.29173046,4.190809e-05,5.7641564e-06,3.0257885e-05,3253.113631733494,211.09077808259892,3150.128963851971,7296.330122514205,0.1283069957386363,-817.1709,8.569224,65.38052,5.197449,16.870413,2.8437018,19.544518,2.9142268,9.670704,4.047849,16.089758,3.6784585,-2.0698738,3.3400779,7.779327,3.6158528,-0.120192654,4.051802,7.4079585,3.4258094,-1.1102741,3.135145,1.3715948,3.3874953,-0.87809235,2.845479,7.0,1.0,0.4919415,50.620094,0.0638296604156494,-0.0844721794128418,0.0646581649780273,0.0879382193088531,0.40517136,0.1364184754402893,0.0,0.3423446921124686,0.0998623072576595,0.0751981312356537,0.1334486226477969,0.2127277713061318,-0.121176391839981,-0.0533783584833145,0.2210803776979446,Tired,0.03341808189999999,0.04003465295355806,0.14002106417729784,0.04123476948008679,0.18724653063374058,0.042182356670696114,0.5109625813918395,-0.19517880987530517,-0.040940830423852534,0.2743372437926559,0.40517136,neutral,Tired,-0.040940830423852534,0.040940830423852534,0.0,0.19517880987530517
2025-11-30 00:30:45.508862,9.0,Calm,-0.27299067,0.031711653,0.30888152,-0.36097592,0.36097592,-0.060230598,0.060230598,0.029016132,1.1220114e-07,0.20510043,0.0074879187,0.052585848,0.014691079,0.6911185,198450,220500,142.11134,65.15951,252.16982,0.45851025,4.263744e-05,3.4286472e-06,1.4960071e-05,3254.9092032444505,205.31467634240056,3165.601124403106,7341.354092684659,0.1304043856534091,-815.36975,8.563713,66.17088,5.3867903,16.880415,3.392786,16.999147,3.4761093,9.340023,2.5046687,16.047384,2.9666238,-2.4123735,3.4897134,7.0934863,3.0962033,-1.4411099,2.8536494,8.385993,2.3722146,-0.14904624,2.9420612,3.7970116,2.709611,0.8095665,2.9178696,8.0,1.0,0.52416784,85.88971,0.1412736177444458,-0.0462822914123535,0.1315146684646606,0.1379794478416443,0.48279107,0.1522713693438832,0.0,0.2776671352273538,0.1170755230504654,0.1295985588922541,0.1199736523633895,0.2034137611226536,-0.0658585280179977,-0.0072853192687034,0.2234304845333099,Tired,0.0203112924,0.035992174249814844,0.17869295791513962,0.05092295389316496,0.12011023416820614,0.049163322967676226,0.544807078336796,-0.14871138367666625,0.008313469676293947,0.2576108983524933,0.48279107,neutral,Calm,0.008313469676293947,-0.008313469676293947,0.0,0.14871138367666625
