timestamp,time_seconds,facial_quadrant,facial_arousal,facial_valence,facial_intensity,facial_excitement,facial_calmness,facial_positivity,facial_negativity,facial_angry,facial_disgust,facial_fear,facial_happy,facial_sad,facial_surprise,facial_neutral,voice_segment_start,voice_segment_end,voice_pitch_mean,voice_pitch_std,voice_pitch_range,voice_pitch_variation,voice_volume_mean,voice_volume_std,voice_volume_range,voice_spectral_centroid,voice_spectral_centroid_std,voice_spectral_bandwidth,voice_spectral_rolloff,voice_zero_crossing_rate,voice_mfcc_1,voice_mfcc_1_std,voice_mfcc_2,voice_mfcc_2_std,voice_mfcc_3,voice_mfcc_3_std,voice_mfcc_4,voice_mfcc_4_std,voice_mfcc_5,voice_mfcc_5_std,voice_mfcc_6,voice_mfcc_6_std,voice_mfcc_7,voice_mfcc_7_std,voice_mfcc_8,voice_mfcc_8_std,voice_mfcc_9,voice_mfcc_9_std,voice_mfcc_10,voice_mfcc_10_std,voice_mfcc_11,voice_mfcc_11_std,voice_mfcc_12,voice_mfcc_12_std,voice_mfcc_13,voice_mfcc_13_std,voice_speech_rate,voice_silence_ratio,voice_harmonic_ratio,voice_tremor,voice_arousal,voice_valence,voice_intensity,voice_stress,voice_happy,voice_angry,voice_sad,voice_fear,voice_surprise,voice_disgust,voice_neutral,combined_arousal,combined_valence,combined_intensity,combined_quadrant,fused_angry,fused_disgust,fused_fear,fused_happy,fused_sad,fused_surprise,fused_neutral,fused_arousal,fused_valence,fused_intensity,fused_stress,fused_dominant_emotion,fused_quadrant,fused_positivity,fused_negativity,fused_excitement,fused_calmness
2025-11-29 13:47:54.302802,3.0,Tired,-0.21801701,-0.27595812,0.57223976,-0.26682827,0.26682827,-0.3530788,0.3530788,0.18659489,0.0070104892,0.11917962,0.00014358759,0.25230008,0.007011073,0.42076024,66150,88200,130.19731,51.487556,239.51288,0.3954579,4.8273363e-05,5.161185e-06,2.6486421e-05,3408.456609978956,128.72140728695433,3111.9500953611964,7363.62138227983,0.1656161221590909,-791.91016,7.9525156,58.475258,4.2031207,10.760597,3.830767,21.080156,3.9116879,7.5612864,3.2011015,13.541422,3.050799,-2.0384967,2.9132285,6.7931414,3.3601859,0.07867309,2.6538692,6.5048604,3.2706425,-0.6703234,3.359702,4.0668087,3.299315,-0.58325976,2.9130976,7.0,1.0,0.541641,56.013332,0.53414786,-0.314806711324562,0.119120106101036,0.5962434411048889,0.1445445996038334,0.0617711977981445,0.1632345088223279,0.1360605919034368,0.1773059817955576,0.1244118087199533,0.1926713113567462,0.15806542,-0.2953824160737343,0.3456799313426018,Stressed,0.14914778233944337,0.04223088505598599,0.12424391157103104,0.04346389119415001,0.22558040864669837,0.058099545638667274,0.3523335614070238,0.007632451000000012,-0.2876126973973686,0.4363038638303108,0.5962434411048889,neutral,Stressed,-0.2876126973973686,0.2876126973973686,0.007632451000000012,0.0
2025-11-29 13:47:55.303642,4.0,Tired,-0.115845166,-0.009154998,0.59978956,-0.14317743,0.14317743,-0.07750908,0.07750908,0.07047507,0.007000043,0.14846498,0.1829512,0.1768873,0.01401094,0.39321047,88200,110250,146.71205,52.388573,199.58237,0.3570843,5.1756084e-05,5.6198182e-06,3.2671047e-05,3290.230186622216,164.1656591814631,3114.9616371060315,7285.074129971591,0.1514004794034091,-789.34283,8.640451,63.400196,5.656662,13.078858,5.692238,19.539452,4.7974,7.837856,3.9582622,14.422412,2.9084826,-0.7223087,3.5978913,8.039076,2.7549062,0.78567886,3.4108105,7.9780116,2.6522064,-0.4537041,4.0431786,3.838848,2.6448271,-0.44832,2.5749254,5.0,1.0,0.52026355,67.00975,0.48046148,-0.3395231915365951,0.1076428592205047,0.6068534255027771,0.133511469554531,0.0574662065468204,0.1872977129322348,0.1440141512838107,0.152006444147727,0.1358996045518028,0.189804410983073,0.18230815,-0.1743390946513065,0.3537162095308304,Stressed,0.06657241096404612,0.04566991146554084,0.1471297313851432,0.1681192808663593,0.18001042387967042,0.055409591244318095,0.3321886522949219,0.06304682780000001,-0.10826545606097852,0.45214554976615146,0.6068534255027771,neutral,Stressed,-0.10826545606097852,0.10826545606097852,0.06304682780000001,0.0
2025-11-29 13:47:56.304123,5.0,Excited,0.37054765,0.48704305,0.9023268,0.42192343,-0.42192343,0.46811578,-0.46811578,0.063086905,1.62212e-10,0.06668549,0.7181129,0.042265687,0.01217588,0.10467318,110250,132300,141.50543,46.951218,254.06883,0.331798,5.199801e-05,5.8647997e-06,3.1669315e-05,3285.002178987836,218.6320181288822,3117.9084788253185,7308.809592507102,0.1469837535511363,-788.88696,10.405815,64.94534,7.0254054,14.254539,4.970297,19.39565,3.8520126,7.3775754,3.2532468,12.680582,3.351617,-1.6146083,3.2435036,7.8758345,2.9018497,-1.1476398,2.8136096,6.881848,2.6087625,-1.2975833,2.5718455,3.621228,2.470003,0.23613067,3.0133662,9.0,1.0,0.51399255,63.29394,0.4450631,-0.3427778257901135,0.1000593826174736,0.5880376696586609,0.1323358555441204,0.0534609709669639,0.1988003510100253,0.1401574929431198,0.1404612119603477,0.13861149518231,0.1961726223931127,0.40780538,0.0721326135608224,0.5011931024491787,Excited,0.06019912479008917,0.0415834486682414,0.08872709088293593,0.5423797866632362,0.08922608620300759,0.050661479588104304,0.1321230127179338,0.39290228499999996,0.2380967872629659,0.661646574785242,0.5880376696586609,happy,Excited,0.2380967872629659,-0.2380967872629659,0.39290228499999996,0.0
2025-11-29 13:47:57.304527,6.0,Excited,0.10916385,0.2677551,0.71464527,0.11755642,-0.11755642,0.22489631,-0.22489631,0.08163893,1.0087546e-07,0.07704356,0.44777328,0.09418945,0.014,0.28535473,132300,154350,150.22316,59.867096,273.94052,0.39852107,5.2662803e-05,5.5913206e-06,2.76535e-05,3288.5370249794305,176.5591747223527,3159.627019153374,7358.727472478693,0.1373401988636363,-791.3655,8.370959,65.326515,4.155204,17.580004,2.4778,18.44283,3.3901994,8.742669,3.8464968,15.624905,4.0129457,-1.9689549,3.282126,7.9300613,2.7523322,-0.45500946,2.8028162,6.496598,2.8178458,-2.6480143,2.8125913,2.3505704,4.196038,-0.26622283,3.0627174,9.0,1.0,0.5023097,72.47344,0.5384823,-0.3479654625374181,0.1200829520821571,0.642514169216156,0.1253352051295892,0.0656529052524988,0.1763308678243117,0.1557756198098432,0.1672317430837303,0.1434830424338502,0.1661906164661765,0.3238231,-0.0401051856735399,0.4173641093075275,Stressed,0.07684312257574963,0.04304498334297706,0.10066317794295296,0.35104185753887673,0.1188318753472935,0.05996952292511909,0.24960549593985293,0.237959385,0.08303893123877458,0.5362765746246471,0.642514169216156,happy,Excited,0.08303893123877458,-0.08303893123877458,0.237959385,0.0
2025-11-29 13:47:58.304924,7.0,Excited,0.3893012,0.52327335,0.9035481,0.44779295,-0.44779295,0.5090276,-0.5090276,0.09314651,5.6045263e-07,0.0214421,0.7573947,0.031564314,3.2330822e-11,0.08945192,154350,176400,141.17908,53.354324,205.54477,0.3779195,5.238075e-05,5.6771714e-06,2.4188514e-05,3273.586185738706,167.18698398069762,3138.83496567724,7329.119318181818,0.1451305042613636,-790.1613,7.974188,65.54036,5.2482324,15.808326,3.787933,18.5995,3.120689,8.445117,2.8792722,14.100027,3.2400012,-3.2554762,2.7242768,7.0718136,3.0089376,-0.17140722,3.029424,7.8589015,3.2400703,-0.6438871,3.0116866,2.9033709,3.1545384,-0.5285501,3.0809364,6.0,1.0,0.5037751,68.46255,0.50963736,-0.3491355410295452,0.1138996556401252,0.6177000999450684,0.1265810134935324,0.0622954954772251,0.18480648897173,0.150174076960827,0.1586266990379836,0.1437283343308007,0.1737878917279006,0.44946927,0.0870689038893716,0.5087238885462284,Excited,0.08389120564316752,0.04311889261608121,0.060061693088248096,0.5681505940480597,0.07753696649151899,0.04758800973402665,0.11475271151837019,0.425402048,0.26155068269113635,0.6666535666920375,0.6177000999450684,happy,Excited,0.26155068269113635,-0.26155068269113635,0.425402048,0.0
2025-11-29 13:47:59.305318,8.0,Tired,-0.105209514,-0.04262902,0.90717196,-0.049740106,0.049740106,-0.0977356,0.0977356,0.063226946,2.8266523e-08,0.056096874,0.3717033,0.40914357,0.0070012794,0.099828,176400,198450,148.58269,56.859547,188.53755,0.3826795,4.1028008e-05,4.310915e-06,1.9753137e-05,3362.92179260674,205.33890028035168,3164.427582131342,7402.283269708807,0.1413685191761363,-812.2344,11.700113,63.63824,4.606567,16.473192,3.4442468,18.145971,4.2148695,7.925568,3.118854,14.418761,3.4789417,-2.8548777,3.429895,7.407976,3.6155024,-1.9045466,3.2469816,5.74363,3.578765,-2.6948354,2.813731,1.7357727,2.2733703,-0.19029266,3.593768,6.0,1.0,0.47236785,61.15334,0.51618207,-0.351199100094564,0.1152141317725181,0.6439217925071716,0.1184182515280388,0.0634902596531345,0.1846584483798538,0.1577194912764729,0.1605052831220746,0.1539012566566723,0.1613070093837528,0.20548627,-0.1969140592602527,0.511193048208952,Stressed,0.06330594009594034,0.04617039678356778,0.08658365918294186,0.2957177854584116,0.3417980335139561,0.05305248051662238,0.11827170281512583,0.0812079612,-0.1352000440283692,0.6695846115317554,0.6439217925071716,sad,Stressed,-0.1352000440283692,0.1352000440283692,0.0812079612,0.0
2025-11-29 13:48:00.305709,9.0,Tired,-0.105209514,-0.04262902,0.90717196,-0.049740106,0.049740106,-0.0977356,0.0977356,0.063226946,2.8266523e-08,0.056096874,0.3717033,0.40914357,0.0070012794,0.099828,198450,220500,144.50961,49.550205,195.10416,0.3428852,4.257692e-05,4.312464e-06,2.1466134e-05,3243.228430270261,206.00438435083453,3150.0268565202337,7280.424915660511,0.1260542436079545,-814.878,7.9153867,66.265045,4.04744,17.030993,3.0216427,18.397459,4.0870852,8.149133,3.2622795,15.494641,3.2785296,-2.34994,3.083109,8.329413,3.9147024,-0.36121613,3.1264286,7.2573056,2.8068383,-1.103692,2.578835,2.5436816,3.0556371,0.11880684,3.1536663,6.0,1.0,0.479305,70.48616,0.4604863,-0.3636398570673074,0.1032913327217102,0.6130211353302002,0.1183725710013127,0.0573480647051189,0.205216647921878,0.1523208825198535,0.1397780682404825,0.1546505614374192,0.1723132041739347,0.17763838,-0.2031344377466244,0.505231648683548,Stressed,0.061463281611535664,0.04639518821779186,0.08496407655595606,0.2957040813003938,0.34796549337656335,0.04683431605214475,0.12157356125218041,0.0644992302,-0.1389322711201922,0.666007771816513,0.6130211353302002,sad,Stressed,-0.1389322711201922,0.1389322711201922,0.0644992302,0.0
2025-11-29 13:48:01.306098,10.0,Tired,-0.105209514,-0.04262902,0.90717196,-0.049740106,0.049740106,-0.0977356,0.0977356,0.063226946,2.8266523e-08,0.056096874,0.3717033,0.40914357,0.0070012794,0.099828,220500,242550,148.1309,55.823654,228.52692,0.37685353,4.0724266e-05,4.8059183e-06,2.587468e-05,3311.756735444804,228.94355834247992,3140.1552191164765,7307.830810546875,0.1414129083806818,-815.4192,8.417346,63.43125,8.944792,15.614621,6.153571,20.278261,8.63439,8.798692,4.026891,14.140176,3.4497745,-2.7615476,3.4230628,7.1543274,3.1756501,-1.1927526,2.8039136,6.2536716,3.2422256,-0.5379827,3.6361294,1.2965381,2.894613,-0.047654625,2.0731406,7.0,1.0,0.46641234,77.22573,0.5080224,-0.3605284521175322,0.1134633049368858,0.6425281167030334,0.1149018290311785,0.0633062179614459,0.190864670725542,0.1597607708984688,0.1550273766087696,0.1580799851392198,0.158059149635375,0.20140645,-0.2015787352717368,0.5103176347911358,Stressed,0.06325072758843377,0.04742401532833204,0.08719604306954062,0.29466285870935355,0.3436599002176626,0.05140910856263088,0.1172973448906125,0.0787600602,-0.13799884963525966,0.6690593634810656,0.6425281167030334,sad,Stressed,-0.13799884963525966,0.13799884963525966,0.0787600602,0.0
2025-11-29 13:48:02.306481,11.0,Excited,0.039529435,0.2831074,0.8165833,0.08845547,-0.08845547,0.23930056,-0.23930056,0.029625922,1.1705545e-05,0.042315528,0.5322818,0.21234812,1.8695242e-07,0.18341675,242550,264600,145.08067,53.016342,252.33276,0.36542663,4.162174e-05,3.3022093e-06,1.836522e-05,3255.4468749537496,194.1702487258509,3146.543964738451,7279.446133700284,0.1323353160511363,-815.63727,9.296852,66.48278,5.1956944,17.372572,3.3323228,19.250582,3.3243313,8.008231,2.6606739,15.233527,3.7326384,-3.40561,2.9538407,6.6848826,2.745945,-1.6920015,3.5475094,7.223506,3.2405825,-0.8450393,2.8780575,2.1411488,2.6848786,0.466403,3.433189,8.0,1.0,0.48207268,59.605423,0.49203432,-0.3609828178406433,0.1100442111492157,0.6252813935279846,0.1188572991707743,0.0611744827529348,0.1950907239610131,0.1551037502536953,0.1498755283601446,0.1532397905965421,0.1666584249048955,0.26578188,-0.0389377089500763,0.4633137434720993,Stressed,0.03909049022588044,0.045980131060462635,0.07615199467610859,0.40825444975123226,0.20717090118830392,0.044962789374737376,0.17838925247146864,0.1752809005,0.08988033464780702,0.6046215733447647,0.6252813935279846,happy,Excited,0.08988033464780702,-0.08988033464780702,0.1752809005,0.0
2025-11-29 13:48:03.306879,12.0,Excited,0.039529435,0.2831074,0.8165833,0.08845547,-0.08845547,0.23930056,-0.23930056,0.029625922,1.1705545e-05,0.042315528,0.5322818,0.21234812,1.8695242e-07,0.18341675,264600,286650,149.90671,45.01877,192.47273,0.3003119,4.0183986e-05,4.1449243e-06,2.1827478e-05,3273.532543316021,163.35157627223128,3149.198553121776,7314.682284268466,0.1301824396306818,-815.765,9.120748,66.429955,4.278542,15.96061,2.9284601,17.279049,3.5578797,7.797997,3.490493,14.128243,3.351842,-3.700846,2.7858956,7.981093,2.19504,-0.61001265,2.7735188,6.543403,3.2025056,-0.3458953,3.4678245,2.2622812,3.0044158,-0.5195852,3.5602343,7.0,1.0,0.48882613,53.115814,0.40085852,-0.3551226005648984,0.0904954075813293,0.5927370190620422,0.1239347228434742,0.0488540955748658,0.2177160533277601,0.1436185925772554,0.1237554335171136,0.1486659911857598,0.1934551109737708,0.22019398,-0.0360076003122038,0.4535393416881561,Stressed,0.03539437407245974,0.04460799123722794,0.07270644737317661,0.4097776768530422,0.21395849999832803,0.03712676092182808,0.18642825829213122,0.1479281605,0.09163839983053049,0.5987569322743987,0.5927370190620422,happy,Excited,0.09163839983053049,-0.09163839983053049,0.1479281605,0.0
