Summary_Metric,Fusion_Metric,Correlation,P_Value,Significant,Abs_Correlation
Factual_Accuracy,combined_intensity_mean,0.07715167498104596,0.7846294104066152,No,0.07715167498104596
Semantic_Similarity,combined_valence_trend_direction,-0.07715167498104596,0.7846294104066152,No,0.07715167498104596
Overall_Percentage,combined_intensity_mean,-0.07692320000777894,0.7852534161571672,No,0.07692320000777894
Overall_Percentage,combined_time_in_tired,0.07692320000777894,0.7852534161571672,No,0.07692320000777894
Topic_Coverage,combined_arousal_cv,-0.07609494842938386,0.787516533342401,No,0.07609494842938386
Topic_Coverage,combined_arousal_max_change,-0.07428316394296995,0.7924725400879427,No,0.07428316394296995
Topic_Coverage,fused_overall_volatility,-0.07247137945655605,0.7974359300781698,No,0.07247137945655605
Topic_Coverage,fused_overall_stability,0.07247137945655605,0.7974359300781698,No,0.07247137945655605
Topic_Coverage,combined_valence_variance,0.06884781048372823,0.8073841735231083,No,0.06884781048372823
Topic_Coverage,combined_valence_std,0.06884781048372823,0.8073841735231083,No,0.06884781048372823
Topic_Coverage,fused_time_in_tired,0.06703602599731434,0.8123686822713747,No,0.06703602599731434
Topic_Coverage,combined_arousal_median,-0.06703602599731434,0.8123686822713747,No,0.06703602599731434
Overall_Percentage,combined_intensity_cv,0.06440081861116377,0.8196304605929148,No,0.06440081861116377
Overall_Percentage,combined_arousal_median,-0.0626119069830759,0.8245679189991374,No,0.0626119069830759
Topic_Coverage,combined_valence_range,0.06160067253807264,0.8273616756819744,No,0.06160067253807264
Overall_Percentage,fused_pct_time_stressed,0.060822995354988,0.8295114884559351,No,0.060822995354988
Overall_Percentage,fused_overall_volatility,-0.060822995354988,0.8295114884559351,No,0.060822995354988
Overall_Percentage,fused_overall_stability,0.060822995354988,0.8295114884559351,No,0.060822995354988
Semantic_Similarity,combined_valence_max,-0.06071428571428571,0.8298120954425188,No,0.06071428571428571
Overall_Percentage,combined_arousal_mean,-0.05903408372690013,0.8344610002861972,No,0.05903408372690013
Overall_Percentage,combined_valence_trend_direction,-0.05796736197002103,0.8374151354127659,No,0.05796736197002103
Overall_Percentage,combined_arousal_trend_slope,-0.05366734884263648,0.8493434956697786,No,0.05366734884263648
Semantic_Similarity,combined_arousal_max,0.05357142857142857,0.8496099367776072,No,0.05357142857142857
Topic_Coverage,combined_intensity_mean,-0.052541750106003135,0.8524710567789882,No,0.052541750106003135
Topic_Coverage,combined_valence_trend_slope,-0.052541750106003135,0.8524710567789882,No,0.052541750106003135
Overall_Percentage,combined_arousal_cv,-0.051878437214548594,0.8543150802213386,No,0.051878437214548594
Topic_Coverage,combined_arousal_trend_slope,0.050729965619589236,0.8575095050745373,No,0.050729965619589236
Topic_Coverage,fused_emotional_diversity,-0.050729965619589236,0.8575095050745373,No,0.050729965619589236
Topic_Coverage,fused_pct_time_stressed,0.050729965619589236,0.8575095050745373,No,0.050729965619589236
Semantic_Similarity,combined_arousal_total_change,0.049999999999999996,0.859540943467457,No,0.049999999999999996
Semantic_Similarity,fused_transition_rate,0.049999999999999996,0.859540943467457,No,0.049999999999999996
Topic_Coverage,combined_arousal_trend_direction,-0.04981583731163036,0.8600535837655451,No,0.04981583731163036
Topic_Coverage,combined_intensity_cv,0.04891818113317533,0.8625530631151577,No,0.04891818113317533
Overall_Percentage,fused_emotional_diversity,-0.04651170233028495,0.8692596970313093,No,0.04651170233028495
Semantic_Similarity,combined_intensity_cv,-0.04642857142857142,0.8694915255450946,No,0.04642857142857142
Semantic_Similarity,fused_pct_time_stressed,0.04642857142857142,0.8694915255450946,No,0.04642857142857142
Overall_Percentage,combined_valence_trend_slope,0.042933879074109185,0.8792459404060442,No,0.042933879074109185
Semantic_Similarity,combined_valence_median,-0.04285714285714285,0.8794603130258999,No,0.04285714285714285
Topic_Coverage,combined_valence_trend_direction,-0.039139018192821846,0.8898564276793858,No,0.039139018192821846
Factual_Accuracy,fused_peak_intensity_mean,0.03857583749052298,0.8914326101774065,No,0.03857583749052298
Factual_Accuracy,combined_arousal_total_change,-0.03857583749052298,0.8914326101774065,No,0.03857583749052298
Factual_Accuracy,fused_time_in_calm,-0.03857583749052298,0.8914326101774065,No,0.03857583749052298
Factual_Accuracy,combined_valence_range,0.03857583749052298,0.8914326101774065,No,0.03857583749052298
Factual_Accuracy,combined_pct_time_calm,0.03857583749052298,0.8914326101774065,No,0.03857583749052298
Semantic_Similarity,combined_valence_cv,0.035714285714285705,0.8994469934720875,No,0.035714285714285705
Topic_Coverage,combined_intensity_max_change,0.03442390524186412,0.9030639735970893,No,0.03442390524186412
Overall_Percentage,combined_arousal_trend_direction,-0.032791291789197645,0.9076427722262244,No,0.032791291789197645
Overall_Percentage,combined_intensity_min,0.032200409305581885,0.9093006231612062,No,0.032200409305581885
Semantic_Similarity,arousal_modality_agreement,0.03214285714285714,0.9094621170945906,No,0.03214285714285714
Semantic_Similarity,combined_arousal_cv,0.03214285714285714,0.9094621170945906,No,0.03214285714285714
Semantic_Similarity,valence_modality_agreement,0.03214285714285714,0.9094621170945906,No,0.03214285714285714
Semantic_Similarity,combined_intensity_mean,-0.03214285714285714,0.9094621170945906,No,0.03214285714285714
Semantic_Similarity,combined_valence_max_change,-0.03214285714285714,0.9094621170945906,No,0.03214285714285714
Topic_Coverage,combined_pct_time_stressed,0.03080033626903632,0.913230211567201,No,0.03080033626903632
Topic_Coverage,combined_valence_max_change,-0.03080033626903632,0.913230211567201,No,0.03080033626903632
Semantic_Similarity,fused_dominant_emotion_strength,-0.028571428571428564,0.9194899083821857,No,0.028571428571428564
Semantic_Similarity,combined_arousal_median,-0.028571428571428564,0.9194899083821857,No,0.028571428571428564
Topic_Coverage,combined_intensity_std,-0.025364982809794618,0.9285025504993335,No,0.025364982809794618
Topic_Coverage,combined_intensity_variance,-0.025364982809794618,0.9285025504993335,No,0.025364982809794618
Overall_Percentage,combined_intensity_max_change,-0.025044762793230355,0.9294030813946743,No,0.025044762793230355
Semantic_Similarity,fused_time_in_calm,0.021428571428571425,0.9395779040128779,No,0.021428571428571425
Topic_Coverage,combined_time_in_tired,0.019929629350552914,0.9437980828258796,No,0.019929629350552914
Overall_Percentage,combined_pct_time_stressed,0.017889116280878824,0.9495452312876004,No,0.017889116280878824
Semantic_Similarity,combined_arousal_mean,-0.017857142857142853,0.9496353041738621,No,0.017857142857142853
Semantic_Similarity,fused_emotional_diversity,-0.017857142857142853,0.9496353041738621,No,0.017857142857142853
Overall_Percentage,combined_intensity_std,-0.016100204652790943,0.9545856472013283,No,0.016100204652790943
Overall_Percentage,combined_intensity_variance,-0.016100204652790943,0.9545856472013283,No,0.016100204652790943
Semantic_Similarity,combined_valence_mean,-0.010714285714285713,0.9697698761545686,No,0.010714285714285713
Semantic_Similarity,combined_intensity_total_change,-0.010714285714285713,0.9697698761545686,No,0.010714285714285713
Semantic_Similarity,combined_time_in_calm,-0.010714285714285713,0.9697698761545686,No,0.010714285714285713
Overall_Percentage,combined_arousal_max,-0.008944558140439412,0.9747615143669975,No,0.008944558140439412
Overall_Percentage,combined_arousal_mean_change,0.00715564651235153,0.9798081453842074,No,0.00715564651235153
Semantic_Similarity,combined_pct_time_stressed,-0.007142857142857141,0.9798442277615982,No,0.007142857142857141
Semantic_Similarity,combined_transition_rate,0.007142857142857141,0.9798442277615982,No,0.007142857142857141
Topic_Coverage,combined_arousal_mean_change,0.005435353459241704,0.9846618716018942,No,0.005435353459241704
